LECROYWR6050,13141,Histogram
Segments,1,SegmentSize,100
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2002 12:02:28,0                 
Time,Ampl
-0.002624,0
-0.002604,0
-0.002584,0
-0.002564,0
-0.002544,0
-0.002524,0
-0.002504,0
-0.002484,0
-0.002464,0
-0.002444,0
-0.002424,0
-0.002404,0
-0.002384,0
-0.002364,0
-0.002344,0
-0.002324,0
-0.002304,0
-0.002284,0
-0.002264,0
-0.002244,0
-0.002224,0
-0.002204,0
-0.002184,3
-0.002164,0
-0.002144,1
-0.002124,0
-0.002104,0
-0.002084,2
-0.002064,0
-0.002044,2
-0.002024,0
-0.002004,3
-0.001984,0
-0.001964,2
-0.001944,0
-0.001924,5
-0.001904,0
-0.001884,9
-0.001864,16
-0.001844,0
-0.001824,14
-0.001804,0
-0.001784,21
-0.001764,0
-0.001744,34
-0.001724,0
-0.001704,39
-0.001684,0
-0.001664,41
-0.001644,52
-0.001624,0
-0.001604,58
-0.001584,0
-0.001564,60
-0.001544,0
-0.001524,64
-0.001504,0
-0.001484,71
-0.001464,0
-0.001444,70
-0.001424,0
-0.001404,68
-0.001384,69
-0.001364,0
-0.001344,58
-0.001324,0
-0.001304,68
-0.001284,0
-0.001264,46
-0.001244,0
-0.001224,43
-0.001204,0
-0.001184,28
-0.001164,21
-0.001144,0
-0.001124,21
-0.001104,0
-0.001084,5
-0.001064,0
-0.001044,4
-0.001024,0
-0.001004,2
-0.000984,0
-0.000964,0
-0.000944,0
-0.000924,0
-0.000904,0
-0.000884,0
-0.000864,0
-0.000844,0
-0.000824,0
-0.000804,0
-0.000784,0
-0.000764,0
-0.000744,0
-0.000724,0
-0.000704,0
-0.000684,0
-0.000664,0
-0.000644,0
