LECROYWR6050,13141,Histogram
Segments,1,SegmentSize,100
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2002 12:02:28,0                 
Time,Ampl
-0.002624,0
-0.002604,0
-0.002584,0
-0.002564,0
-0.002544,0
-0.002524,0
-0.002504,0
-0.002484,0
-0.002464,0
-0.002444,0
-0.002424,0
-0.002404,0
-0.002384,0
-0.002364,0
-0.002344,0
-0.002324,0
-0.002304,1
-0.002284,0
-0.002264,0
-0.002244,0
-0.002224,0
-0.002204,0
-0.002184,1
-0.002164,0
-0.002144,0
-0.002124,2
-0.002104,0
-0.002084,0
-0.002064,0
-0.002044,5
-0.002024,0
-0.002004,2
-0.001984,0
-0.001964,3
-0.001944,0
-0.001924,6
-0.001904,0
-0.001884,7
-0.001864,12
-0.001844,0
-0.001824,24
-0.001804,0
-0.001784,22
-0.001764,0
-0.001744,28
-0.001724,0
-0.001704,36
-0.001684,0
-0.001664,33
-0.001644,42
-0.001624,0
-0.001604,52
-0.001584,0
-0.001564,58
-0.001544,0
-0.001524,48
-0.001504,0
-0.001484,76
-0.001464,0
-0.001444,70
-0.001424,0
-0.001404,80
-0.001384,57
-0.001364,0
-0.001344,69
-0.001324,0
-0.001304,62
-0.001284,0
-0.001264,64
-0.001244,0
-0.001224,47
-0.001204,0
-0.001184,39
-0.001164,19
-0.001144,0
-0.001124,17
-0.001104,0
-0.001084,6
-0.001064,0
-0.001044,3
-0.001024,0
-0.001004,4
-0.000984,0
-0.000964,2
-0.000944,2
-0.000924,0
-0.000904,1
-0.000884,0
-0.000864,0
-0.000844,0
-0.000824,0
-0.000804,0
-0.000784,0
-0.000764,0
-0.000744,0
-0.000724,0
-0.000704,0
-0.000684,0
-0.000664,0
-0.000644,0
